,bedrooms,bathrooms,sqft_living,sqft_lot,floors,yr_built,zipcode,price,price_per_sqftlot,area_per_bhk
453,3,2,1670,7056,1.0,1958,98002,180000.0,25.510204081632654,2352.0
454,4,1,1320,11212,1.0,1914,98002,250000.0,22.297538351765965,2803.0
455,3,1,960,7314,1.0,1960,98002,205000.0,28.02843861088324,2438.0
456,3,2,1540,8316,1.0,1954,98002,202500.0,24.350649350649352,2772.0
457,3,3,1740,3721,2.0,2009,98002,257000.0,69.06745498521903,1240.3333333333333
458,3,1,900,7576,1.0,1959,98002,201000.0,26.5311510031679,2525.3333333333335
459,3,1,1510,8760,1.0,1946,98002,190000.0,21.689497716894977,2920.0
460,3,1,1380,7282,1.5,1915,98002,189000.0,25.954408129634714,2427.3333333333335
463,4,2,1900,10588,1.0,1958,98002,265000.0,25.028333962976955,2647.0
464,3,1,1080,10639,1.5,1953,98002,219000.0,20.5846414136667,3546.3333333333335
465,4,2,1920,9350,1.0,1977,98002,235000.0,25.13368983957219,2337.5
466,3,1,1090,6710,1.5,1912,98002,219500.0,32.7123695976155,2236.6666666666665
467,3,3,1340,4200,2.0,2002,98002,217000.0,51.666666666666664,1400.0
468,3,1,1320,7000,1.0,1967,98002,206000.0,29.428571428571427,2333.3333333333335
469,4,3,1680,6003,1.0,1997,98002,230000.0,38.31417624521073,1500.75
470,3,2,1930,7267,1.0,1977,98002,279950.0,38.52346222650337,2422.3333333333335
471,4,2,2550,9736,1.0,1967,98002,315000.0,32.354149548069024,2434.0
472,4,2,1920,11595,1.0,1962,98002,235000.0,20.267356619232427,2898.75
474,3,1,1230,6000,1.0,1967,98002,229500.0,38.25,2000.0
475,2,1,1000,4179,1.0,1914,98002,189900.0,45.44149318018665,2089.5
476,3,2,1680,7000,1.5,1968,98002,219200.0,31.314285714285713,2333.3333333333335
478,3,2,1310,7314,1.0,1960,98002,237950.0,32.533497402242276,2438.0
479,3,2,1620,6000,1.0,1998,98002,247500.0,41.25,2000.0
480,3,2,1640,5280,1.5,1910,98002,234000.0,44.31818181818182,1760.0
481,3,1,1320,7155,1.0,1961,98002,185000.0,25.85604472396925,2385.0
482,6,2,2220,8797,1.0,1977,98002,260000.0,29.555530294418553,1466.1666666666667
483,4,2,1570,6717,1.0,1911,98002,229950.0,34.23403305046896,1679.25
484,4,3,2730,4962,2.0,2006,98002,319500.0,64.38935912938331,1240.5
485,3,3,2437,5136,2.0,2011,98002,285000.0,55.49065420560748,1712.0
486,3,3,1852,4000,2.0,2014,98002,298000.0,74.5,1333.3333333333333
487,3,3,2099,4275,2.0,2010,98002,289950.0,67.82456140350877,1425.0
488,6,3,2744,9926,2.0,2006,98002,300000.0,30.223655047350395,1654.3333333333333
489,4,3,2230,4952,2.0,2011,98002,297000.0,59.97576736672052,1238.0
490,3,3,1852,4000,2.0,2014,98002,298900.0,74.725,1333.3333333333333
491,6,5,2732,7655,2.0,2009,98002,343000.0,44.80731548007838,1275.8333333333333
492,2,2,1061,2884,2.0,2013,98002,223990.0,77.66643550624133,1442.0
493,3,2,1715,6819,2.0,1995,98003,257500.0,37.762135210441414,2273.0
494,3,1,1250,9774,1.0,1969,98003,230000.0,23.531819111929607,3258.0
497,3,1,1250,8200,1.0,1954,98003,282950.0,34.50609756097561,2733.3333333333335
498,6,3,4410,14034,1.0,1965,98003,472000.0,33.63260652700584,2339.0
499,3,2,1430,8505,1.0,1968,98003,225000.0,26.455026455026456,2835.0
500,3,1,1700,11390,1.0,1967,98003,210000.0,18.437225636523266,3796.6666666666665
501,3,3,2440,7632,2.0,1998,98003,335000.0,43.89412997903564,2544.0
502,3,2,1820,10608,1.0,1962,98003,264000.0,24.8868778280543,3536.0
503,3,2,2050,13303,1.0,1993,98003,314500.0,23.641283920920092,4434.333333333333
504,3,2,1950,15954,1.0,1959,98003,290000.0,18.177259621411558,5318.0
506,3,2,1940,9887,1.0,1969,98003,232500.0,23.515727723272985,3295.6666666666665
507,3,1,1280,8712,1.0,1956,98003,216000.0,24.793388429752067,2904.0
508,3,2,1490,7651,1.0,1988,98003,253000.0,33.06757286629199,2550.3333333333335
509,3,3,2360,11254,1.0,1990,98003,515000.0,45.76150701972632,3751.3333333333335
511,3,3,2050,7205,2.0,2000,98003,375000.0,52.047189451769604,2401.6666666666665
512,4,2,2100,8075,2.0,1978,98003,280000.0,34.6749226006192,2018.75
514,3,2,1450,9333,2.0,1972,98003,245000.0,26.250937533483338,3111.0
515,4,3,3362,8601,2.0,2004,98003,410500.0,47.727008487385184,2150.25
516,3,1,1260,7920,1.0,1966,98003,240000.0,30.303030303030305,2640.0
517,4,3,2400,7270,2.0,1993,98003,333000.0,45.804676753782665,1817.5
518,3,2,2400,14012,1.0,1971,98003,357000.0,25.47816157579218,4670.666666666667
519,4,2,2120,9680,2.0,1965,98003,369160.0,38.13636363636363,2420.0
521,3,3,2090,7163,2.0,1989,98003,299500.0,41.812089906463775,2387.6666666666665
522,4,2,1990,7350,1.0,1978,98003,280000.0,38.095238095238095,1837.5
523,4,3,2570,11473,2.0,2008,98003,356500.0,31.072953891745836,2868.25
524,4,2,1740,12728,1.0,1964,98003,265000.0,20.820238843494657,3182.0
525,3,3,3410,13809,1.0,1973,98003,649000.0,46.99833441958143,4603.0
527,3,1,1300,8284,1.0,1968,98003,250000.0,30.17865765330758,2761.3333333333335
530,3,2,1010,10000,1.0,1973,98003,212000.0,21.2,3333.3333333333335
532,4,2,1830,12540,1.0,1958,98003,283200.0,22.583732057416267,3135.0
533,2,3,1240,3649,2.0,1986,98003,153503.0,42.06714168265278,1824.5
534,3,3,1710,6773,2.0,1993,98003,304000.0,44.88409862690093,2257.6666666666665
535,4,3,2210,7214,2.0,2003,98003,335000.0,46.43748267258109,1803.5
536,3,2,1330,13102,1.0,1968,98003,225000.0,17.17295069455045,4367.333333333333
537,4,3,3052,12145,2.0,2004,98003,425000.0,34.99382461918485,3036.25
539,4,3,2770,19116,1.0,1961,98003,318700.0,16.671897886587153,4779.0
540,3,2,1240,7560,1.0,1967,98003,222000.0,29.365079365079364,2520.0
541,3,2,1930,8192,1.0,1984,98003,273000.0,33.3251953125,2730.6666666666665
542,4,2,2150,14161,1.0,1966,98003,530000.0,37.42673540004237,3540.25
543,4,3,2420,11481,1.0,1985,98003,345000.0,30.04964724327149,2870.25
545,3,1,970,7790,1.0,1967,98003,219000.0,28.112965340179716,2596.6666666666665
546,4,1,1390,17739,1.0,1958,98003,261000.0,14.713343480466769,4434.75
547,4,3,2800,9538,2.0,1993,98003,350000.0,36.695323967288736,2384.5
548,3,1,1300,9620,1.0,1971,98003,219950.0,22.863825363825363,3206.6666666666665
549,3,2,1780,12231,1.0,1956,98003,285000.0,23.301447142506746,4077.0
550,3,3,2320,7140,2.0,1990,98003,308000.0,43.13725490196079,2380.0
551,5,3,2803,8550,1.0,1963,98003,379000.0,44.32748538011696,1710.0
552,3,2,1280,10016,1.0,1975,98003,215000.0,21.465654952076676,3338.6666666666665
553,3,2,1970,9600,1.0,1967,98003,294700.0,30.697916666666668,3200.0
556,3,1,1400,10425,1.0,1968,98003,241500.0,23.165467625899282,3475.0
557,4,3,2990,6145,2.0,2003,98003,375000.0,61.02522375915378,1536.25
558,4,3,2500,11659,1.0,1979,98003,350000.0,30.01972724933528,2914.75
559,3,2,1060,9225,1.0,1955,98003,212000.0,22.981029810298104,3075.0
561,4,2,2020,7767,1.0,1995,98003,315000.0,40.55619930475087,1941.75
562,2,2,1260,10200,1.0,1983,98003,230000.0,22.54901960784314,5100.0
563,3,1,1010,8848,1.0,1968,98003,229900.0,25.983273056057865,2949.3333333333335
564,2,1,1050,9000,1.5,1984,98003,219000.0,24.333333333333332,4500.0
566,3,2,1090,7647,1.0,1994,98003,236000.0,30.861775859814305,2549.0
567,4,2,2720,8819,2.0,1976,98003,560000.0,63.49926295498356,2204.75
568,2,2,1170,8200,1.0,1937,98003,302000.0,36.829268292682926,4100.0
569,4,4,2770,8763,2.0,1996,98003,359000.0,40.967705123816046,2190.75
570,3,2,1490,7800,1.0,1963,98003,256400.0,32.87179487179487,2600.0
571,2,2,2040,8600,1.0,1985,98003,210500.0,24.476744186046513,4300.0
572,3,3,2000,7205,2.0,1998,98003,325000.0,45.107564191533655,2401.6666666666665
573,3,3,1740,8436,1.0,1967,98003,239999.0,28.449383594120437,2812.0
574,3,2,1460,7740,1.0,1968,98003,225000.0,29.069767441860463,2580.0
575,3,2,1640,7350,1.0,1984,98003,221000.0,30.068027210884352,2450.0
576,3,2,1870,12381,1.0,1957,98003,314500.0,25.4018253775947,4127.0
577,3,2,1710,7920,1.0,1968,98003,237000.0,29.924242424242426,2640.0
578,3,1,970,7742,1.0,1967,98003,219900.0,28.4035133040558,2580.6666666666665
579,4,3,2500,11070,1.0,1964,98003,380000.0,34.32700993676603,2767.5
580,3,2,2510,12013,2.0,1988,98003,225000.0,18.729709481395155,4004.3333333333335
581,3,2,2510,12013,2.0,1988,98003,358000.0,29.80104886373096,4004.3333333333335
582,3,2,1550,6022,2.0,1989,98003,266000.0,44.17137163732979,2007.3333333333333
585,4,2,1730,7210,1.0,1968,98003,280400.0,38.890429958391124,1802.5
586,3,3,1730,6930,2.0,1994,98003,258000.0,37.22943722943723,2310.0
587,3,3,2090,10834,1.0,1987,98003,285000.0,26.3060734724017,3611.3333333333335
588,5,3,5067,13315,1.0,1968,98003,452000.0,33.9466766804356,2663.0
589,4,3,2150,9163,1.0,1992,98003,320000.0,34.92306013314417,2290.75
590,4,3,3080,9601,2.0,1990,98003,560000.0,58.32725757733569,2400.25
591,3,2,1570,12506,1.0,1959,98003,318000.0,25.42779465856389,4168.666666666667
592,4,2,1930,15531,2.0,1979,98003,275000.0,17.70652243899298,3882.75
593,3,3,1760,7601,2.0,1992,98003,281000.0,36.968819892119456,2533.6666666666665
594,3,3,2240,7565,2.0,1999,98003,349950.0,46.25908790482485,2521.6666666666665
595,3,2,1590,8256,1.0,1969,98003,284850.0,34.50218023255814,2752.0
596,4,3,2370,10631,2.0,1999,98003,338000.0,31.79381055404007,2657.75
597,4,3,2660,12672,1.0,1960,98003,310000.0,24.463383838383837,3168.0
598,3,2,1380,8362,1.0,1967,98003,235000.0,28.103324563501555,2787.3333333333335
599,3,3,1920,7229,2.0,1993,98003,295000.0,40.807857241665516,2409.6666666666665
600,4,2,2210,6375,1.0,1977,98003,263500.0,41.333333333333336,1593.75
601,3,2,1380,12196,1.0,1967,98003,285000.0,23.368317481141357,4065.3333333333335
603,3,2,1810,12000,2.0,1992,98003,257000.0,21.416666666666668,4000.0
604,3,3,1540,7280,1.0,1974,98003,279000.0,38.324175824175825,2426.6666666666665
605,3,2,1360,9688,1.0,1983,98003,244000.0,25.18579686209744,3229.3333333333335
606,4,3,2680,11998,1.0,1960,98003,460000.0,38.33972328721453,2999.5
607,3,2,1560,9635,1.0,1966,98003,260750.0,27.06279190451479,3211.6666666666665
608,3,1,1280,9775,1.0,1964,98003,215000.0,21.994884910485933,3258.3333333333335
609,3,2,1840,6755,1.0,1989,98003,329000.0,48.704663212435236,2251.6666666666665
610,3,2,1890,7650,1.0,1966,98003,325000.0,42.48366013071895,2550.0
613,4,3,3390,10519,2.0,1990,98003,583000.0,55.42351934594543,2629.75
614,3,3,1990,9600,1.0,1988,98003,245000.0,25.520833333333332,3200.0
615,3,2,2210,6387,1.0,2003,98003,383150.0,59.9890402379834,2129.0
616,5,3,2820,6305,2.0,2003,98003,395000.0,62.648691514670894,1261.0
617,4,3,2650,10459,2.0,1989,98003,350000.0,33.464002294674444,2614.75
618,3,3,2180,15484,1.0,1992,98003,350000.0,22.60397830018083,5161.333333333333
620,3,2,2250,7757,1.0,1992,98003,342000.0,44.08920974603584,2585.6666666666665
621,3,2,1790,6930,1.0,1974,98003,304500.0,43.93939393939394,2310.0
622,4,3,2382,5899,2.0,2011,98003,345000.0,58.48448889642312,1474.75
623,3,3,2300,8000,1.0,1965,98003,420000.0,52.5,2666.6666666666665
624,4,3,2390,9650,1.0,1976,98003,379750.0,39.35233160621762,2412.5
625,3,2,1450,13439,1.0,1963,98003,265000.0,19.718729072103578,4479.666666666667
627,3,3,1730,8076,2.0,1994,98003,297262.0,36.80807330361565,2692.0
628,4,2,1890,7616,1.0,1979,98003,291000.0,38.20903361344538,1904.0
629,6,3,4250,23326,1.0,1967,98003,465000.0,19.934836662951213,3887.6666666666665
630,4,2,1600,6861,1.0,1994,98003,280000.0,40.81037749599184,1715.25
631,3,2,1580,8820,1.0,1967,98003,225000.0,25.510204081632654,2940.0
632,3,2,1300,8976,1.0,1967,98003,236000.0,26.292335115864528,2992.0
635,4,3,2410,7846,2.0,1992,98003,334950.0,42.690542951822586,1961.5
636,3,2,1380,8400,1.0,1967,98003,275900.0,32.845238095238095,2800.0
637,4,3,2990,9614,1.0,1976,98003,514500.0,53.51570626170169,2403.5
638,2,1,1040,11500,1.0,1947,98003,225000.0,19.565217391304348,5750.0
639,3,2,1840,8140,1.0,1975,98003,286500.0,35.1965601965602,2713.3333333333335
640,5,3,3847,17654,1.0,1975,98003,810000.0,45.881953098447944,3530.8
641,3,2,1680,7900,2.0,1953,98003,250000.0,31.645569620253166,2633.3333333333335
642,3,2,1140,10400,1.0,1983,98003,250000.0,24.03846153846154,3466.6666666666665
643,3,2,1590,7748,2.0,1991,98003,263000.0,33.9442436757873,2582.6666666666665
644,3,3,1510,10875,1.0,1990,98003,247000.0,22.71264367816092,3625.0
645,3,2,1580,6620,1.0,1988,98003,279900.0,42.2809667673716,2206.6666666666665
646,3,2,1650,9936,1.0,1967,98003,219950.0,22.136674718196456,3312.0
647,3,3,2370,6752,2.0,1994,98003,310000.0,45.91232227488152,2250.6666666666665
648,3,2,1300,9856,1.0,1962,98003,242000.0,24.553571428571427,3285.3333333333335
650,4,3,2910,16362,1.0,1969,98003,485000.0,29.64185307419631,4090.5
651,4,3,1830,7762,2.0,1993,98003,325000.0,41.870651893841796,1940.5
652,4,2,2251,12731,1.0,1957,98003,305000.0,23.95726965674338,3182.75
654,2,2,1470,2052,1.5,1986,98003,239000.0,116.47173489278752,1026.0
655,3,3,1840,8234,2.0,1994,98003,297000.0,36.069953849890695,2744.6666666666665
656,3,2,1690,7245,1.0,1973,98003,230500.0,31.81504485852312,2415.0
657,4,3,2820,15233,1.0,1972,98003,450000.0,29.541127814613013,3808.25
658,3,2,1820,7194,1.0,1967,98003,227490.0,31.622185154295245,2398.0
660,3,3,1800,9000,2.0,1983,98003,258500.0,28.72222222222222,3000.0
662,4,3,2320,7379,2.0,1987,98003,316000.0,42.82423092559967,1844.75
664,3,2,1470,8682,1.0,1985,98003,269000.0,30.983644321584887,2894.0
665,3,2,1350,8548,1.0,1985,98003,250000.0,29.246607393542348,2849.3333333333335
666,3,1,1040,8125,1.0,1956,98003,210000.0,25.846153846153847,2708.3333333333335
667,3,2,1370,8137,1.0,1988,98003,276000.0,33.91913481627135,2712.3333333333335
669,3,2,1400,9546,1.0,1984,98003,217500.0,22.78441231929604,3182.0
670,3,2,1400,9600,1.0,1964,98003,210000.0,21.875,3200.0
671,3,3,2190,7258,2.0,2000,98003,345000.0,47.5337558556076,2419.3333333333335
672,3,2,1380,7600,1.0,1971,98003,235500.0,30.986842105263158,2533.3333333333335
673,3,2,1460,7526,1.0,1968,98003,240000.0,31.889449906989103,2508.6666666666665
674,2,1,1300,11400,1.0,1961,98003,170000.0,14.912280701754385,5700.0
676,3,1,1010,12705,1.0,1959,98003,229000.0,18.024399842581662,4235.0
677,3,1,1250,9035,1.0,1970,98003,230000.0,25.45655783065855,3011.6666666666665
678,3,2,1620,7772,2.0,1988,98003,290000.0,37.3134328358209,2590.6666666666665
682,4,2,2000,7350,1.0,1963,98003,267000.0,36.326530612244895,1837.5
683,3,2,1690,7292,1.0,1985,98003,242000.0,33.18705430608887,2430.6666666666665
684,4,3,2910,8596,2.0,2004,98003,312200.0,36.31921824104234,2149.0
685,2,1,990,8760,1.0,1977,98003,179000.0,20.4337899543379,4380.0
687,4,1,1730,7350,1.5,1970,98003,267950.0,36.45578231292517,1837.5
688,3,2,1820,8813,2.0,1994,98003,299500.0,33.98388743901055,2937.6666666666665
689,4,3,2610,7333,2.0,1988,98003,360000.0,49.09314059729988,1833.25
690,4,2,1870,6693,2.0,1996,98003,299000.0,44.67353951890034,1673.25
692,3,3,1610,6600,2.0,1994,98003,250000.0,37.878787878787875,2200.0
693,4,4,4150,16197,2.0,2006,98003,550000.0,33.95690559980243,4049.25
694,3,2,2300,7200,1.0,1978,98003,287000.0,39.861111111111114,2400.0
695,3,1,1510,8800,1.0,1963,98003,225900.0,25.670454545454547,2933.3333333333335
696,3,2,1900,9990,1.0,1961,98003,250000.0,25.025025025025027,3330.0
697,3,2,1470,7518,1.0,1985,98003,220000.0,29.263101888800215,2506.0
699,4,3,2520,7205,2.0,1987,98003,335000.0,46.49548924358085,1801.25
700,2,1,760,7272,1.0,1980,98003,183000.0,25.165016501650165,3636.0
701,3,2,2070,7800,1.0,1964,98003,279000.0,35.76923076923077,2600.0
702,3,3,1620,5250,2.0,1987,98003,240000.0,45.714285714285715,1750.0
703,3,2,1700,8481,2.0,1993,98003,300000.0,35.373187124159884,2827.0
704,5,3,3440,12350,1.0,1976,98003,549000.0,44.45344129554656,2470.0
705,3,1,1440,11925,1.0,1968,98003,229900.0,19.27882599580713,3975.0
706,3,1,1690,7700,1.0,1969,98003,215000.0,27.92207792207792,2566.6666666666665
707,3,1,1640,12384,1.0,1954,98003,253500.0,20.469961240310077,4128.0
711,4,3,2530,8169,2.0,1993,98003,336000.0,41.131105398457585,2042.25
713,3,3,1970,8426,2.0,1992,98003,280000.0,33.230477094706856,2808.6666666666665
714,3,2,1030,11118,1.0,1970,98003,240000.0,21.586616297895304,3706.0
715,3,2,1620,12825,1.0,1962,98003,298000.0,23.235867446393762,4275.0
716,3,3,1710,7230,2.0,1996,98003,275000.0,38.035961272475795,2410.0
718,3,2,1350,10125,1.0,1967,98003,251000.0,24.790123456790123,3375.0
719,3,3,2430,10500,1.0,1983,98003,272000.0,25.904761904761905,3500.0
720,3,3,2200,9600,1.0,1977,98003,375000.0,39.0625,3200.0
721,4,3,3310,8897,2.0,1991,98003,429900.0,48.31965831179049,2224.25
722,3,2,1650,7739,1.0,1986,98003,225000.0,29.073523711073783,2579.6666666666665
724,4,3,2030,9120,1.0,1988,98003,302000.0,33.1140350877193,2280.0
725,3,2,1380,11130,1.0,1960,98003,209950.0,18.863432165318958,3710.0
726,4,3,2340,9748,1.0,1981,98003,339900.0,34.86869101354124,2437.0
727,3,3,1360,7293,2.0,1988,98003,248500.0,34.07376936788702,2431.0
728,3,2,2160,8091,1.5,2000,98003,355000.0,43.87591150661228,2697.0
729,3,2,1370,9900,1.0,1983,98003,320000.0,32.323232323232325,3300.0
730,3,3,1610,10022,2.0,1996,98003,280000.0,27.938535222510477,3340.6666666666665
731,3,3,1780,15114,1.0,1980,98003,315000.0,20.841603811036126,5038.0
732,3,2,1500,7560,1.0,1979,98003,242000.0,32.01058201058201,2520.0
733,5,4,4150,13232,2.0,2006,98003,635000.0,47.989721886336156,2646.4
734,4,3,2420,9147,2.0,1998,98003,389000.0,42.527604679129766,2286.75
735,3,1,1510,15022,1.0,1962,98003,239000.0,15.909998668619359,5007.333333333333
736,3,3,2390,8993,2.0,1988,98003,260000.0,28.911375514288892,2997.6666666666665
737,3,2,1400,8640,1.0,1968,98003,253400.0,29.328703703703702,2880.0
738,2,3,1240,2689,2.0,1986,98003,174500.0,64.89401264410562,1344.5
739,4,3,2500,12848,1.0,1975,98003,390000.0,30.35491905354919,3212.0
740,3,1,1660,11060,1.0,1962,98003,247500.0,22.377938517179025,3686.6666666666665
741,3,2,1700,7210,1.0,1974,98003,280000.0,38.83495145631068,2403.3333333333335
742,3,2,1210,7247,1.0,1967,98003,208000.0,28.701531668276527,2415.6666666666665
743,3,3,1660,5250,2.0,1988,98003,265000.0,50.476190476190474,1750.0
744,4,2,2000,10890,1.0,1961,98003,335000.0,30.76216712580349,2722.5
745,3,2,2140,9990,1.0,1962,98003,270000.0,27.027027027027028,3330.0
746,3,3,2910,17172,2.0,1989,98003,450000.0,26.20545073375262,5724.0
747,3,2,1765,7652,2.0,1996,98003,250000.0,32.67119707266074,2550.6666666666665
749,5,3,2732,9500,1.0,1975,98003,480000.0,50.526315789473685,1900.0
750,3,2,1510,11200,1.0,1960,98003,340768.0,30.425714285714285,3733.3333333333335
751,3,3,2029,3906,2.0,2014,98003,384435.0,98.42165898617512,1302.0
752,4,3,2052,3723,2.0,2014,98003,349900.0,93.98334676336287,930.75
753,4,3,3181,5831,2.0,2014,98003,379900.0,65.15177499571257,1457.75
754,4,4,5635,9695,2.0,2011,98003,950000.0,97.98865394533264,2423.75
756,4,3,2250,3916,2.0,2014,98003,333490.0,85.1608784473953,979.0
759,3,3,2920,8113,2.0,1950,98004,1088000.0,134.10575619376309,2704.3333333333335
760,4,3,2750,17789,1.5,1914,98004,1450000.0,81.51104615211648,4447.25
761,4,3,5050,20100,1.5,1982,98004,2900000.0,144.27860696517413,5025.0
763,3,2,2350,15021,1.0,1976,98004,1300000.0,86.54550296251914,5007.0
764,2,2,1240,9119,1.0,1952,98004,727500.0,79.77848448294769,4559.5
765,3,2,1250,8710,1.0,1953,98004,888000.0,101.95177956371987,2903.3333333333335
769,3,3,2230,12968,2.0,1990,98004,1321500.0,101.90468846391117,4322.666666666667
771,3,2,1400,9900,1.0,1951,98004,850000.0,85.85858585858585,3300.0
772,4,3,4250,8570,2.0,2004,98004,2300000.0,268.37806301050176,2142.5
773,3,4,3110,14872,1.0,2003,98004,2260000.0,151.96342119419043,4957.333333333333
774,5,5,8000,23985,2.0,2009,98004,5350000.0,223.0560767146133,4797.0
775,3,2,1850,10572,1.0,1953,98004,1375000.0,130.06053726825576,3524.0
776,4,3,4280,20296,2.0,1984,98004,1928000.0,94.99408750492708,5074.0
780,5,3,2450,20805,2.0,1963,98004,1550000.0,74.50132179764479,4161.0
781,5,4,6300,16065,2.0,2004,98004,2750000.0,171.17958294428882,3213.0
782,4,2,2850,14810,2.0,1954,98004,993000.0,67.04929101958136,3702.5
783,4,3,2770,8879,2.0,2001,98004,1400000.0,157.67541389796148,2219.75
784,4,3,4910,15139,1.0,1964,98004,1544500.0,102.02126956866371,3784.75
785,3,4,2600,11920,2.0,1969,98004,985000.0,82.63422818791946,3973.3333333333335
786,3,3,3160,12824,1.0,1966,98004,1600000.0,124.76606363069246,4274.666666666667
788,2,2,1890,9466,2.0,1987,98004,1065000.0,112.50792309317558,4733.0
789,3,3,3070,10739,2.0,1987,98004,1000750.0,93.18837880622031,3579.6666666666665
790,3,3,2850,10474,1.0,1954,98004,1150000.0,109.79568455222456,3491.3333333333335
792,5,3,5370,14091,2.0,1918,98004,3000000.0,212.90185224611454,2818.2
794,4,3,4080,18362,2.0,1983,98004,2288000.0,124.60516283629234,4590.5
795,3,3,2660,13367,2.0,1992,98004,1901000.0,142.21590484027828,4455.666666666667
796,4,4,3250,10949,2.0,1930,98004,1208000.0,110.32971047584255,2737.25
798,5,4,3940,13738,1.5,1951,98004,1965000.0,143.03392051244722,2747.6
799,4,4,4230,20377,2.0,1997,98004,2075000.0,101.83049516611867,5094.25
800,3,2,1700,8050,1.0,1950,98004,950000.0,118.01242236024845,2683.3333333333335
802,3,2,2200,14630,1.5,1948,98004,1230000.0,84.07382091592618,4876.666666666667
804,5,3,3650,20150,1.0,1975,98004,1575000.0,78.1637717121588,4030.0
810,4,2,2840,20242,1.0,1972,98004,1145000.0,56.565556763165695,5060.5
811,4,3,3070,10375,2.0,1962,98004,1495000.0,144.09638554216866,2593.75
812,4,2,2240,10296,1.0,1948,98004,1350000.0,131.11888111888112,2574.0
813,3,2,1700,14133,1.0,1954,98004,979000.0,69.27050166277506,4711.0
817,4,4,3410,10769,2.0,2008,98004,1405000.0,130.46708143745937,2692.25
819,3,2,2380,11200,1.0,1963,98004,921000.0,82.23214285714286,3733.3333333333335
821,5,2,3120,16672,2.0,1969,98004,1895000.0,113.66362763915546,3334.4
822,5,2,3120,16672,2.0,1969,98004,1940000.0,116.36276391554702,3334.4
